BFY,FTYP,FUNDTYPE,APPR,DEPARTMENT,SVC,SERVICE,OBJECTGROUP,BUDCURR,ENCBFY,EXPBFY,ENCEXP
2023,GNFD,General Fund,0001BSD,Building Services,5.29,Energy Procurement and Monitoring,Personnel Services,97538,0,153546.15,153546.15
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,9.99,Department Support,Personnel Services,1756208,0,1470882.81,1470882.81
2022,GNFD,General Fund,0001LIB,Library GF,4.06,Library Materials & Collection Management,Capital Outlay,2475814,0,2260016.08,2260016.08
2022,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,2.56,Street Resurfacing,Supplies & Materials,33226,0,52154.44,52154.44
2023,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.63,Office of Equity,Contractual & Other Services,1085556,28980.08,258682.64,287662.72
2023,GNFD,General Fund,0001DBI,General Fund DBI,1.37,Data Analytics,Personnel Services,2574421,0,1968404.9,1968404.9
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.H,Environmental Services for City Fleet Operations,Contractual & Other Services,1080688,0,834220.63,834220.63
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.08,"EMS Administration, Contracts, and Community Health",Supplies & Materials,96117,8777.93,69150.68,77928.61
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.14,Inspection and Life Safety Education,Contractual & Other Services,113838,63615.84,151077.15,214692.99
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.16,Landfill Services,Contractual & Other Services,13577191,2181908.3,14648397.75,16830306.05
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.09,Fire and Rescue Emergency Response,Supplies & Materials,3852988,86677.1,2715591.69,2802268.79
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.F,City Fleet Paint and Body Shop Coordination,Transfers Out,8391,0,0,0
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.49,Trinity River Corridor Operations,Supplies & Materials,48696,0,57375.54,57375.54
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.04,Brush/Bulk Waste Removal Services,Capital Outlay,1500000,1554012,0,1554012
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,3.06,Community Courts,Contractual & Other Services,84818,150,85456.67,85606.67
2022,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,3.21,Storm Drainage Management Fund,Contractual & Other Services,24162058,0,23682608.04,23682608.04
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.D,City Fleet Asset Management,Supplies & Materials,315041,0,322371.99,322371.99
2022,EFOP,Enterprise Operating Fund,0080CCT,Convention Center CCT,2.10,Dallas Convention Center,Personnel Services,2351267,0,1860518.2,1860518.2
2023,GNFD,General Fund,0001ECO,Economic Development GF,9.99,Department Support,Reimbursements,-1377952,0,0,0
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.56,Performance Planning,Supplies & Materials,920,0,280.35,280.35
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.26,DWU General Expense,Transfers Out,27436001,0,20684708.64,20684708.64
2023,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.N,Internal Telephone and Data Communication,Supplies & Materials,202299,0,236227.36,236227.36
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.15,Engineering & Inspection Review for Private Development,Personnel Services,2764880,0,3499575.85,3499575.85
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,2.20,Floodplain and Drainage Management,Capital Outlay,163148,0,9770.42,9770.42
2023,GNFD,General Fund,0001OEM,Mgmt Services - Emergency Management,1.07,Emergency Management Operations,Capital Outlay,156616,0,0,0
2022,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,2.37,Resiliency Office,Contractual & Other Services,26250,0,8025.58,8025.58
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.09,Fire and Rescue Emergency Response,Capital Outlay,0,0,16151.88,16151.88
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.12,Fire Training and Recruitment,Contractual & Other Services,328445,20,368300.41,368320.41
2022,GNFD,General Fund,0001HOU,Housing GF,2.67,New Development,Contractual & Other Services,619367,166908,109553.37,276461.37
2022,GNFD,General Fund,0001OHS,Office of Homeless Solutions,3.09,Comprehensive Homeless Outreach,Supplies & Materials,139049,102.63,102826.3,102928.93
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.E,City Fleet Maintenance and Repair Services,Reimbursements,-261504,0,-143473,-143473
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,9.99,Department Support,Personnel Services,3331581,0,3173352.1,3173352.1
2023,GNFD,General Fund,0001BSD,Building Services,5.17,"City Facility Operation, Maintenance and Repair",Capital Outlay,778000,7451.53,104801.57,112253.1
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.02,City Detention Center,Personnel Services,1620998,0,1516472.62,1516472.62
2023,GNFD,General Fund,0001DPD,Police Department GF,9.99,Department Support,Personnel Services,9075471,0,7577622.31,7577622.31
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.08,Construction Plan Review and Permitting,Contractual & Other Services,8899108,42601.29,8136044.79,8178646.08
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,3.07,Community Prosecution,Personnel Services,2013569,0,1909162.62,1909162.62
2022,GNFD,General Fund,0001POM,Business Development & Procurement GF,5.49,Purchasing/Contract Management,Supplies & Materials,9306,0,5024.12,5024.12
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.20,Residential Refuse Collection,Capital Outlay,3000000,2738541,0,2738541
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.09,Fire and Rescue Emergency Response,Capital Outlay,0,0,35808,35808
2023,GNFD,General Fund,0001TRN,Transportation GF,2.27,Administration and Interagency Management,Supplies & Materials,70804,385.04,28060.72,28445.76
2022,EFOP,Enterprise Operating Fund,0164AVI,Transportation Regulation,2.36,Regulation and Enforcement of For Hire Transportation,Contractual & Other Services,160694,0,146490.6,146490.6
2023,EFOP,Enterprise Operating Fund,0140OCA,Municipal Radio OCA,4.13,WRR Municipal Radio Classical Music,Transfers Out,41513,0,22997.18,22997.18
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.I,Fuel Procurement and Management,Reimbursements,-397380,0,-72740.33,-72740.33
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.54,Water Utilities Capital Program Management,Contractual & Other Services,2379904,71170.1,1155309.46,1226479.56
2023,GNFD,General Fund,0001OFS,Non-Departmental,5.35,General Obligation Commercial Paper and Master Lease Program,Contractual & Other Services,22828574,0,19880357.27,19880357.27
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.53,Water Production and Delivery,Capital Outlay,1147700,90751.64,700887.62,791639.26
2023,GNFD,General Fund,0001CCO,City Controller's Office GF,5.24,Deferred Compensation,Personnel Services,162150,0,94322.42,94322.42
2023,GNFD,General Fund,0001LIB,Library GF,4.08,"Literacy Initiatives, Education & Community Engagement",Contractual & Other Services,739919,7331.1,29846.87,37177.97
2022,GNFD,General Fund,0001DPD,Police Department GF,1.26,Police Investigation of Vice Related Crimes,Contractual & Other Services,150340,0,139244.39,139244.39
2023,GNFD,General Fund,0001HOU,Housing GF,5.37,Housing Management/Contract Support,Personnel Services,1386127,0,1346811.15,1346811.15
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.F,City Fleet Paint and Body Shop Coordination,Contractual & Other Services,2733284,403037.95,1395646.75,1798684.7
2022,GNFD,General Fund,0001CCO,City Controller's Office GF,5.24,Deferred Compensation,Personnel Services,146477,0,160399.55,160399.55
2022,INSV,Internal Service Fund,0199POM,Express Business Center POM,5.B,Business Services,Personnel Services,476214,0,406084.08,406084.08
2022,GNFD,General Fund,0001BSD,Building Services,9.99,Department Support,Personnel Services,1235863,0,1201598.34,1201598.34
2023,GNFD,General Fund,0001TRN,Transportation GF,2.27,Administration and Interagency Management,Reimbursements,-36000,0,-36054.08,-36054.08
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.11,Fire Investigation & Explosive Ordnance Disposal,Supplies & Materials,54510,12568.37,142610.92,155179.29
2023,OTHO,Other Operating Fund,0191DSV,9-1-1 System Operations,5.A,9-1-1 Technology/Education Services,Personnel Services,805612,0,707912.6,707912.6
2023,EFOP,Enterprise Operating Fund,0140OCA,Municipal Radio OCA,4.13,WRR Municipal Radio Classical Music,Personnel Services,478967,0,324458.06,324458.06
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.10,Fire Dispatch and Communications,Contractual & Other Services,17305213.63,736820.41,15043251.8,15780072.21
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.26,DWU General Expense,Capital Outlay,7360627,8156132.93,1297103.49,9453236.42
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.Q,Strategic Technology Management,Supplies & Materials,477589,0,84503.96,84503.96
2023,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.06,Capital Construction and Debt Service,Contractual & Other Services,2140592,0,2140592,2140592
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.K,Internal Computer Support,Personnel Services,4522600,0,3805097.11,3805097.11
2023,GNFD,General Fund,0001TRN,Transportation GF,2.47,Traffic Operations Maintenance,Reimbursements,-1499031,0,-253190.7,-253190.7
2023,FDGT,Federal Grant (non Consolidated Plan),F716OCC,FY22-23 WIC OCC,3.08,Community/Senior Services,Contractual & Other Services,584553,0,60158.02,60158.02
2022,OTHO,Other Operating Fund,0189ORM,ORM - Workers' Compensation,5.P,Risk Management Services,Supplies & Materials,0,0,10498.2,10498.2
2022,INSV,Internal Service Fund,0294PBW,Public Works - Office of the Bond Program,2.26,Interagency and Transportation Administration,Personnel Services,887788,0,587326.6,587326.6
2022,INSV,Internal Service Fund,0198DSV,Information Technology DSV,5.Q,Strategic Technology Management,Transfers Out,553768,0,545095.65,545095.65
2023,GNFD,General Fund,0001DAS,Dallas Animal Services GF,3.12,Dallas Animal Services,Personnel Services,13016531,0,10733698.54,10733698.54
2022,GNFD,General Fund,0001ATT,City Attorney's Office GF,3.06,Community Courts,Personnel Services,514875,0,482561.47,482561.47
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,2.20,Floodplain and Drainage Management,Contractual & Other Services,1835256,167867.98,1090942.46,1258810.44
2023,GNFD,General Fund,0001DPD,Police Department GF,1.31,Police Special Operations,Reimbursements,-10837961,0,-9143297.1,-9143297.1
2023,DSGO,General Obligation Debt Service,0981BMS,Debt Service BMS,,NONE,Debt Svc-Principal,0,0,2315000,2315000
2023,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.02,City Detention Center,Contractual & Other Services,44162,2336.59,18695.96,21032.55
2022,GNFD,General Fund,0001BSD,Building Services,5.29,Energy Procurement and Monitoring,Supplies & Materials,2570652,0,2691281.19,2691281.19
2023,GNFD,General Fund,0001ATT,City Attorney's Office GF,5.45,Litigation,Personnel Services,5217964,0,4234610.66,4234610.66
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.10,Fire Dispatch and Communications,Supplies & Materials,92155,0,89311.66,89311.66
2023,GNFD,General Fund,0001DBI,General Fund DBI,1.38,GIS,Contractual & Other Services,164549,0,1353,1353
2022,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.13,Fire-Rescue Equipment Maintenance and Supply,Capital Outlay,33840.19,0,67498.98,67498.98
2023,GNFD,General Fund,0001ECO,Economic Development GF,2.71,Performance Monitoring & Compliance,Contractual & Other Services,182522,0,25926.28,25926.28
2023,GNFD,General Fund,0001CSC,Mgmt Services - 311 Customer Service Center,5.01,311 Customer Service Center,Supplies & Materials,22400,0,73323.65,73323.65
2023,GNFD,General Fund,0001HOU,Housing GF,5.37,Housing Management/Contract Support,Reimbursements,-389905,0,0,0
2023,GNFD,General Fund,0001MCC,Mayor and City Council GF,5.03,Administrative Support for the Mayor and City Council,Supplies & Materials,118014,8124.17,22669.99,30794.16
2023,GNFD,General Fund,0001BSD,Building Services,3.11,Custodial Maintenance,Contractual & Other Services,2037358,450997.94,1818992.63,2269990.57
2023,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,5.I,Fuel Procurement and Management,Supplies & Materials,22121090,363881.26,16856741.45,17220622.71
2022,GNFD,General Fund,0001IPS,MGT- Office of Integrated Public Safety Solutions,5.66,Office of Integrated Public Safety Solutions,Contractual & Other Services,2475950,185255.94,951687.06,1136943
2023,EFOP,Enterprise Operating Fund,0061SDM,Storm Drainage Mgmt Operations,2.19,Floodway Operations,Contractual & Other Services,2674014,1115412.77,1258905.97,2374318.74
2022,OTHO,Other Operating Fund,0191DSV,9-1-1 System Operations,5.A,9-1-1 Technology/Education Services,Capital Outlay,0,0,183488.8,183488.8
2023,GNFD,General Fund,0001CCS,Code Compliance GF,3.18,Neighborhood Nuisance Abatement,Reimbursements,-872186,0,-429064.21,-429064.21
2023,GNFD,General Fund,0001BMS,Office of Financial Services GF,5.19,Citywide Capital and Operating Budget Dev and Monitoring,Contractual & Other Services,243096,3158.17,275720.4,278878.57
2023,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.16,Express Plan Review,Personnel Services,3846854,0,1603096.93,1603096.93
2023,GNFD,General Fund,0001EQI,Office of Equity & Inclusion,5.31,Fair Housing and Human Rights Compliance,Personnel Services,77010,0,90566.25,90566.25
2023,GNFD,General Fund,0001PKR,Park and Recreation GF,4.04,Golf and Tennis Centers,Personnel Services,4087566,0,3649554.88,3649554.88
2022,GNFD,General Fund,0001SEC,City Secretary's Office GF,5.27,Elections,Contractual & Other Services,0,0,3529.56,3529.56
2022,GNFD,General Fund,0001DPD,Police Department GF,1.30,Police Recruiting and Personnel Service,Personnel Services,8172538,0,8525485.38,8525485.38
2023,GNFD,General Fund,0001DPD,Police Department GF,1.15,Juvenile Case Managers/First Offender Program,Contractual & Other Services,0,0,20,20
2023,EFOP,Enterprise Operating Fund,0440SAN,Sanitation Operating Fund,3.16,Landfill Services,Personnel Services,8988810,0,8283276.54,8283276.54
2023,GNFD,General Fund,0001DPD,Police Department GF,1.27,Police Investigations of Narcotics Related Crimes,Supplies & Materials,175296,503.7,131785.17,132288.87
2022,GNFD,General Fund,0001DPD,Police Department GF,1.25,Police Intelligence,Personnel Services,9397193,0,12818222.61,12818222.61
2022,EFOP,Enterprise Operating Fund,0130AVI,Airport Operations AVI,2.21,Aviation Facilities - Dallas Executive Airport & Vertiport,Contractual & Other Services,2132030,4.9,1423215.12,1423220.02
2022,EFOP,Enterprise Operating Fund,0150DEV,Sustainable Dev and Construction - Enterprise,2.45,Subdivision Plat Review,Personnel Services,472124,0,462972.18,462972.18
2023,GNFD,General Fund,0001PBW,Public Works GF,2.58,Street Maintenance Contracts,Reimbursements,-1945455,0,-1319329.84,-1319329.84
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,3.24,Wastewater Collection,Capital Outlay,1100000,0,1041351.33,1041351.33
2022,INSV,Internal Service Fund,0196EFM,Equipment and Fleet Management,9.99,Department Support,Personnel Services,1650100,0,1437601.68,1437601.68
2023,GNFD,General Fund,0001PBW,Public Works GF,2.05,Capital and Implementation Program,Contractual & Other Services,0,0,10731.59,10731.59
2022,GNFD,General Fund,0001PBW,Public Works GF,5.43,Land Surveying Services,Capital Outlay,19862,0,3198.67,3198.67
2023,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,2.49,Trinity River Corridor Operations,Reimbursements,-571035,0,0,0
2022,EFOP,Enterprise Operating Fund,0100DWU,Water Utilities DWU,5.55,Water Utilities Customer Account Services,Supplies & Materials,2050176,0,1665903.68,1665903.68
2023,GNFD,General Fund,0001DFD,Dallas Fire Rescue GF,1.09,Fire and Rescue Emergency Response,Personnel Services,271373225,0,231272638.38,231272638.38
2022,GNFD,General Fund,0001CTS,Court and Detention Services GF,1.01,Adjudication Office,Personnel Services,365218,0,311865.39,311865.39
2022,GNFD,General Fund,0001PER,Human Resources GF,5.21,Total Rewards (Compensation),Contractual & Other Services,153688,0,113877.44,113877.44
